Last Name,First and Middle,Area,Role,Years Served,,,,,,,,,,,,,,
Cole,A. S.,Leon,State House Representative: Florida,1860-1861,,,,,,,,,,,,,,
Cole,J. D.,9th District ,State Senator: Florida ,1881-1887,,,,,,,,,,,,,,
Colee,James L.,St. Johns,State House Representative: Florida,1883,,,,,,,,,,,,,,
Coleman,George C.,Nassau,State House Representative: Florida,1881,,,,,,,,,,,,,,
Coleman ,John,Madison,State House Representative: Florida,1845,,,,,,,,,,,,,,
Coleman ,John,Madison,State House Representative: Florida,1848,,,,,,,,,,,,,,
Coleman,Oliver J.,Madison,State House Representative: Florida,1871-1872,,,,,,,,,,,,,,
Coleman,Oliver J.,10th District,State Senator: Florida ,1874,,,,,,,,,,,,,,
Coleman,Oliver J.,Madison,State House Representative: Florida,1875,,,,,,,,,,,,,,
Coleman,Singleton,Marion,State House Representative: Florida,1873-1874,,,,,,,,,,,,,,
Coleman,W. E.,Washington,State House Representative: Florida,1899,,,,,,,,,,,,,,
Collier,H. G.,Sumter,State House Representative: Florida,1915,,,,,,,,,,,,,,
Collins,Archibald,Duval,State House Representative: Florida,1847,,,,,,,,,,,,,,
Collins ,John A. J.,Madison-Lafayette-Taylor,State House Representative: Florida,1860-1861,,,,,,,,,,,,,,
Collins,Thomas R.,Columbia,State House Representative: Florida,1865-1866,,,,,,,,,,,,,,
Colson ,John J.,Gadsden,State House Representative: Florida,1855,,,,,,,,,,,,,,
Colson ,W. W.,Alachua,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Combs ,J. J.,Baker,State House Representative: Florida,1911-1912,,,,,,,,,,,,,,
Conant ,Sherman,Duval,State House Representative: Florida,1881,,,,,,,,,,,,,,
Cone ,A. D.,15th District,State Senator: Florida ,1881-1883,,,,,,,,,,,,,,
Cone ,Daniel Newman sr.,Columbia,State Senator: Florida ,1885,,,,,,,,,,,,,,
Cone ,Frederick Preston,14th District,State Senator: Florida ,1907-1913,,,,,,,,,,,,,,
Cone ,William H.,13th District,State Senator: Florida ,1854-1856,,,,,,,,,,,,,,
Conrad,Jacob B.,28th District,State Senator: Florida ,1913-1915,,,,,,,,,,,,,,
Conway,Charles,Clay,State House Representative: Florida,1909,,,,,,,,,,,,,,
Cook,Buell,25h District,State Senator: Florida ,1909-1911,,,,,,,,,,,,,,
Cook,John Henry,Franklin,State House Representative: Florida,1915,,,,,,,,,,,,,,
Cook,John W.,Washington,State House Representative: Florida,1847,,,,,,,,,,,,,,
Cooley,William,Hillsborough,State House Representative: Florida,1839,,,,,,,,,,,,,,
Coombs,A. R.,Wakulla,State House Representative: Florida,1854,,,,,,,,,,,,,,
Cooper,Charles Merian,St. Johns,State House Representative: Florida,1881,,,,,,,,,,,,,,
Cooper,Charles Merian,31st District,State Senator: Florida ,1885,,,,,,,,,,,,,,
Cooper,Charles P.,Duval,State House Representative: Florida,1866,,,,,,,,,,,,,,
Cooper,Frank M.,27th District,State Senator: Florida ,1913-1915,,,,,,,,,,,,,,
Cooper,Frank M.,27th District,State Senator: Florida ,1921,,,,,,,,,,,,,,
Cooper,James Gignilliat,15th District,State Senator: Florida ,1862-1864,,,,,,,,,,,,,,
Cooper,Joesph L.,Jefferson,State House Representative: Florida,1846,,,,,,,,,,,,,,
Corbett,Adams Jackson,St. Johns,State House Representative: Florida,1889,,,,,,,,,,,,,,
Corbett,Frank M.,St. Johns,State House Representative: Florida,1901,,,,,,,,,,,,,,
Corbett,J. J. ,Suwannee,State House Representative: Florida,1899,,,,,,,,,,,,,,
Corley,Hugh A.,Sumter,State House Representative: Florida,1875,,,,,,,,,,,,,,
Cornwell,Arthur Temple,Manatee,State House Representative: Florida,1905,,,,,,,,,,,,,,
Costin,Joihn,19th District,State Senator: Florida ,1847-1848,,,,,,,,,,,,,,
Cotten,Frederick R.,12th District,State Senator: Florida ,1901,,,,,,,,,,,,,,
Cotten,Frederick R.,12th District,State Senator: Florida ,1907-1909,,,,,,,,,,,,,,
Cottrell ,James La Fayette,26th District,State Senator: Florida ,1865-1866,,,,,,,,,,,,,,
Cottrell ,James La Fayette,12th District,State Senator: Florida ,1875-1877,,,,,,,,,,,,,,
Cottrell ,James La Fayette,Levy,State House Representative: Florida,1881,,,,,,,,,,,,,,
Cottrell ,James La Fayette,32nd District,State Senator: Florida ,1883-1885,,,,,,,,,,,,,,
Cottrell ,James La Fayette,Levy,State Senator: Florida ,1887,,,,,,,,,,,,,,
Coulter,R. D.,Volusia,State House Representative: Florida,1891,,,,,,,,,,,,,,
Coulter,William Russell,Levy,State House Representative: Florida,1865-1866,,,,,,,,,,,,,,
Coulter,William Russell,Levy,State House Representative: Florida,1873,,,,,,,,,,,,,,
Coulter,William Russell,32nd District,State Senator: Florida ,1887,,,,,,,,,,,,,,
Coulter,William Russell,21st District,State Senator: Florida ,1889-1891,,,,,,,,,,,,,,
Cousins,William E. M.,Columbia,State House Representative: Florida,1856,,,,,,,,,,,,,,
Cowgill,Clayton A.,Putnam,State House Representative: Florida,1883,,,,,,,,,,,,,,
Cox,D. R.,Alachua,State House Representative: Florida,1899,,,,,,,,,,,,,,
Cox ,J. A.,Polk,State House Representative: Florida,1897,,,,,,,,,,,,,,
Cox ,J. A.,Polk,State House Representative: Florida,1909,,,,,,,,,,,,,,
Cox,Robert,Leon,State House Representative: Florida,1868-1870,,,,,,,,,,,,,,
Craft,Samuel C. ,Hillsborough,State House Representative: Florida,1862,,,,,,,,,,,,,,
Craig,William T. ,Alachua,State House Representative: Florida,1881,,,,,,,,,,,,,,
Crane,Henry A.,24th District,State House Representative: Florida,1869-1870,,,,,,,,,,,,,,
Crane,Henry A.,Monroe,State House Representative: Florida,1871-1872,,,,,,,,,,,,,,
Crane,James E.,11th District,State Senator: Florida ,1905-1907,,,,,,,,,,,,,,
Crawford,George E.,Orange,State House Representative: Florida,1901-1905,,,,,,,,,,,,,,
Crawford,Henry Clay,Wakulla,State House Representative: Florida,1887,,,,,,,,,,,,,,
Crawford,John L.,Wakulla,State House Representative: Florida,1847,,,,,,,,,,,,,,
Crawford,John L.,9th District,State Senator: Florida ,1848-1850,,,,,,,,,,,,,,
Crawford,John L.,11th District,State Senator: Florida ,1865-1866,,,,,,,,,,,,,,
Crawford,John L.,7th District,State Senator: Florida ,1868-1875,,,,,,,,,,,,,,
Crawford,John L.,7th District,State Senator: Florida ,1881,,,,,,,,,,,,,,
Crawford,Zachory Taylor,Manatee,State House Representative: Florida,1885,,,,,,,,,,,,,,
Crews,J. B.,15th District,State Senator: Florida ,1901-1907,,,,,,,,,,,,,,
Cribbs,"Luther, Allen",Hamilton,State House Representative: Florida,1915,,,,,,,,,,,,,,
Crichton,"Alexander, William",Duval,State House Representative: Florida,1845,,,,,,,,,,,,,,
Crigler,William L,2nd District,State Senator: Florida ,1854-1855,,,,,,,,,,,,,,
Crill,William,26th District,State Senator: Florida ,1899-1909,,,,,,,,,,,,,,
Crill,E.S. ,17th District,State Senator: Florida ,1881-1885,,,,,,,,,,,,,,
Croft,E.S. ,Bradford,State House Representative: Florida,1885,,,,,,,,,,,,,,
Cromartie ,John,Leon,State House Representative: Florida,1863-1864,,,,,,,,,,,,,,
Cromartie ,Alexander,Leon,State House Representative: Florida,1843-1845,,,,,,,,,,,,,,
Cromwell,James D.,Alachua,State House Representative: Florida,1887,,,,,,,,,,,,,,
Crosby ,Abraham,15th District,State Senator: Florida ,1889-1981,,,,,,,,,,,,,,
Crosby ,Abraham,15th District,State Senator: Florida ,1897-1899,,,,,,,,,,,,,,
Crosby,William J. ,Marion,State House Representative: Florida,1915-1917,,,,,,,,,,,,,,
Cruce,J.A.J.,Taylor,State House Representative: Florida,1868-1870,,,,,,,,,,,,,,
Crumpton,Henry Anderson Harris,Levy ,State House Representative: Florida,1897,,,,,,,,,,,,,,
Cruse,Harry,Gadsden,State House Representative: Florida,1871-1877,,,,,,,,,,,,,,
Cruse,Harry,6th District,State Senator: Florida ,1869-1870,,,,,,,,,,,,,,
Culpepper,C.T. ,12th District,State Senator: Florida ,1911-1913,,,,,,,,,,,,,,
Curry,George H. ,Monroe,State House Representative: Florida,1887,,,,,,,,,,,,,,
Curry,S.A.,Sumter ,State House Representative: Florida,1879,,,,,,,,,,,,,,
Curry,S.A.,24th District,State Senator: Florida ,1865,,,,,,,,,,,,,,
Daffin,John,Leon,State House Representative: Florida,1845,,,,,,,,,,,,,,
Daly,J.R. ,Escambia ,State House Representative: Florida,1895,,,,,,,,,,,,,,
Dancy,Frank L. ,Duval,State House Representative: Florida,1915,,,,,,,,,,,,,,
Dancy,W. McL. ,Duval,State House Representative: Florida,1895,,,,,,,,,,,,,,
Daniel,Stephen,Washington,State House Representative: Florida,1846-1848,,,,,,,,,,,,,,
Daniel ,William J. ,4th District,State Senator: Florida ,1895-1897,,,,,,,,,,,,,,
Daniel ,William J. ,Jackson,State House Representative: Florida,1879-1893,,,,,,,,,,,,,,
Daniels ,William H.,Marion,State House Representative: Florida,1871-1872,,,,,,,,,,,,,,
Dansby,Jacob V.,Jackson,State House Representative: Florida,1860-1861,,,,,,,,,,,,,,
Darby,Thomas Arthur,26th District,State Senator: Florida ,1895-1897,,,,,,,,,,,,,,
Darling,John,Hillsborough-Manatee,State House Representative: Florida,1855,,,,,,,,,,,,,,
Darnall,Marcy B. ,Monroe,State House Representative: Florida,1912-1913,,,,,,,,,,,,,,
Davant,John Cheney,Hernandoo ,State House Representative: Florida,1899,,,,,,,,,,,,,,
Davidson,J.E.A ,6th District,State Senator: Florida ,1868,,,,,,,,,,,,,,
Davidson,James Wood,Dade,State House Representative: Florida,1887,,,,,,,,,,,,,,
Davidson,"Peter H., Jr. ",Escambia ,State House Representative: Florida,1887,,,,,,,,,,,,,,
Davidson,"Peter H., Sr",Escambia ,State House Representative: Florida,1877,,,,,,,,,,,,,,
Davidson,"Robert Hamilton McWhorta, II, Colonel",7th District,State Senator: Florida ,1860-1861,,,,,,,,,,,,,,
Davidson,"Robert Hamilton McWhorta, II, Colonel",Gadsden-Liberty ,State House Representative: Florida,1856-1859,,,,,,,,,,,,,,
Davidson,"Robert Hamilton McWhorta, III",Gadsden ,State House Representative: Florida,1901,,,,,,,,,,,,,,
Davidson,William Moses,Santa Rosa,State House Representative: Florida,1915,,,,,,,,,,,,,,
Davis,C.H.,Nassau,State House Representative: Florida,1864,,,,,,,,,,,,,,
Davis,Charles Edgar ,10th District,State Senator: Florida ,1911-1917,,,,,,,,,,,,,,
Davis,Charles Edgar ,Madison,State House Representative: Florida,1909,,,,,,,,,,,,,,
Davis ,Daniel,24th District,State Senator: Florida ,1868,,,,,,,,,,,,,,
Davis,Ellis F.,Jackson,State House Representative: Florida,1915,,,,,,,,,,,,,,
Davis,Henry Mack,Leon,State House Representative: Florida,1883,,,,,,,,,,,,,,
Davis,John W. ,St. Johns,State House Representative: Florida,1915,,,,,,,,,,,,,,
Davis,John W. ,St. Johns,State House Representative: Florida,1901,,,,,,,,,,,,,,
Davis,Robert Wyche ,Clay,State House Representative: Florida,1885,,,,,,,,,,,,,,
Davis,Thomas S. ,16th District,State Senator: Florida ,1905-1909,,,,,,,,,,,,,,
Dawkins,D.C. ,6th Distict,State Senator: Florida ,1858-1861,,,,,,,,,,,,,,
Dawson,Marion L. ,Hernando,State House Representative: Florida,1915-1919,,,,,,,,,,,,,,
Dayton ,George W. ,9th District ,State Senator: Florida ,1909-1912,,,,,,,,,,,,,,
Decker,W.W. K,Hillsborough ,State House Representative: Florida,1907,,,,,,,,,,,,,,
Dees,William T.,Lafayette ,State House Representative: Florida,1893-1897,,,,,,,,,,,,,,
DeLaney ,Thomas S. ,Nassau,State House Representative: Florida,1868-1870,,,,,,,,,,,,,,
Delano,Charles,29th District,State Senator: Florida ,1881-1887,,,,,,,,,,,,,,
De la Rua,Filo E.,Escambia ,State House Representative: Florida,1843-1845,,,,,,,,,,,,,,
Delgado,Morua P.,Monroe,State House Representative: Florida,1889,,,,,,,,,,,,,,
Delk,William,Orange,State House Representative: Florida,1856,,,,,,,,,,,,,,
Dell,Bennett M.,Alachua,State House Representative: Florida,1845,,,,,,,,,,,,,,
Dell,Charles L.,Alachua,State House Representative: Florida,1842,,,,,,,,,,,,,,
Dell,John B. ,13th District,State Senator: Florida ,1881-1883,,,,,,,,,,,,,,
Dell ,John B. ,Alachua,State House Representative: Florida,1893,,,,,,,,,,,,,,
Dell,Phillip ,Alachua,State House Representative: Florida,1864,,,,,,,,,,,,,,
Dell,Phillip ,14th District ,State Senator: Florida ,1856-1859,,,,,,,,,,,,,,
Dell,Phillip ,Alachua ,State House Representative: Florida,1852-1855,,,,,,,,,,,,,,
Dempsey ,George W. ,Suwannee ,State House Representative: Florida,1909,,,,,,,,,,,,,,
Denham ,James S.,22nd District,State Senator: Florida ,1899-1901,,,,,,,,,,,,,,
Denham,James S.,Jefferson,State House Representative: Florida,1893,,,,,,,,,,,,,,
Denham,John,Monroe,State House Representative: Florida,1899,,,,,,,,,,,,,,
Dennis,Leonard G,13th District,State Senator: Florida ,1871-1875,,,,,,,,,,,,,,
Dennis,Leonard G,Alachua,State House Representative: Florida,1877-1883,,,,,,,,,,,,,,
Holder,J. M.,Florida,House Sergeant at Arms,1850,,,,,,,,,,,,,,
Sappington,Joseph H.,Florida,House Sergeant at Arms,1856,,,,,,,,,,,,,,
Stewart,S. E. ,Florida,House Sergeant at Arms,1871,,,,,,,,,,,,,,
Fortune,Emanuel,Jackson,House Sergeant at Arms,1872,,,,,,,,,,,,,,
Wyatt,N/A,Florida,House Sergeant at Arms,1873,,,,,,,,,,,,,,
Thompson,James D.,Florida,House Sergeant at Arms,1875,,,,,,,,,,,,,,
Dickison,Robert,Florida,House Sergeant at Arms,1877,,,,,,,,,,,,,,
Sparrow ,John ,Florida,House Sergeant at Arms,1887,,,,,,,,,,,,,,
Taylor,W. R.,Florida,House Sergeant at Arms,1889,,,,,,,,,,,,,,
Messer,T. F.,Florida,House Sergeant at Arms,1897,,,,,,,,,,,,,,
Scott,Andrew General,Florida,House Sergeant at Arms,1899,,,,,,,,,,,,,,
Dorman,J. F.,Florida,House Sergeant at Arms,1901,,,,,,,,,,,,,,
Rice,E. H.,Florida,House Sergeant at Arms,1903,,,,,,,,,,,,,,
Duncan,J. M.,Florida,House Sergeant at Arms,1913,,,,,,,,,,,,,,
Hawkins,George E.,Suwannee,House Sergeant at Arms,1915,,,,,,,,,,,,,,
Floyd,George W. ,Florida,House Sergeant at Arms,1862-1864,,,,,,,,,,,,,,
Rhodes,John H.,Florida,House Sergeant at Arms,1865-1866,,,,,,,,,,,,,,
Gonzales,Jasper S.,Florida,House Sergeant at Arms,1879-1881,,,,,,,,,,,,,,
Hawkins,George E.,Suwannee,House Sergeant at Arms,1905-1909,,,,,,,,,,,,,,
Griffin,L. M. Jr.,Calhoun,House Sergeant at Arms,1911-1912,,,,,,,,,,,,,,
Griffin,William Russell,Florida,House Sergeant at Arms,1915-1919,,,,,,,,,,,,,,
Wall,Michael,Florida,Senate Sergeant at Arms,1852,,,,,,,,,,,,,,
Park,J. G.,Florida,Senate Sergeant at Arms,1854,,,,,,,,,,,,,,
Robertson,Jesse,Florida,Senate Sergeant at Arms,1856,,,,,,,,,,,,,,
Stephenson,James,Florida,Senate Sergeant at Arms,1868,,,,,,,,,,,,,,
Myers,Frank,Florida,Senate Sergeant at Arms,1872,,,,,,,,,,,,,,
Sparrow ,J. L.,Florida,Senate Sergeant at Arms,1877,,,,,,,,,,,,,,
Harrison,L.,Florida,Senate Sergeant at Arms,1881,,,,,,,,,,,,,,
Papy,M. F.,Florida,Senate Sergeant at Arms,1885,,,,,,,,,,,,,,
Thompson,J. J.,Florida,Senate Sergeant at Arms,1889,,,,,,,,,,,,,,
Rogers,John R.,Florida,Senate Sergeant at Arms,1891,,,,,,,,,,,,,,
Hawkins,George E.,Suwannee,Senate Sergeant at Arms,1903,,,,,,,,,,,,,,
Ogilvie,Stephan Adam,Nassau,Senate Sergeant at Arms,1905,,,,,,,,,,,,,,
Mickler,Wm. A.,Florida,Senate Sergeant at Arms,1907,,,,,,,,,,,,,,
Williamson,"Ferdinand C,",Florida,Senate Sergeant at Arms,1909,,,,,,,,,,,,,,
Douglas,E. A.,Florida,Senate Sergeant at Arms,1911,,,,,,,,,,,,,,
Taylor,George L.,Florida,Senate Sergeant at Arms,1913,,,,,,,,,,,,,,
Grantham,W. R.,Florida,Senate Sergeant at Arms,1895-1897,,,,,,,,,,,,,,
Ogilvie,Stephan Adam,Nassau,Senate Sergeant at Arms,1899-1901,,,,,,,,,,,,,,
Dell,Charles L.,Alachua,State House Representative: Florida,1842,,,,,,,,,,,,,,
Haughton ,Robert B.,6th District,State House Representative: Florida,1845,,,,,,,,,,,,,,
Dell,Bennett M.,Alachua,State House Representative: Florida,1845,,,,,,,,,,,,,,
Garrason,Michael N.,Alachua,State House Representative: Florida,1845,,,,,,,,,,,,,,
Sanchez,John LJ.,Alachua,State House Representative: Florida,1845,,,,,,,,,,,,,,
Penn,James P.,Calhoun,State House Representative: Florida,1845,,,,,,,,,,,,,,
Porter,Joel,Calhoun,State House Representative: Florida,1845,,,,,,,,,,,,,,
Stone,J. H.,Calhoun,State House Representative: Florida,1845,,,,,,,,,,,,,,
McClellan,George Edmund,Columbia,State House Representative: Florida,1845,,,,,,,,,,,,,,
Ross,William B.,Columbia,State House Representative: Florida,1845,,,,,,,,,,,,,,
Fernandez,Stephen D.,Duval,State House Representative: Florida,1845,,,,,,,,,,,,,,
Phillips,A. Jackson,Duval,State House Representative: Florida,1845,,,,,,,,,,,,,,
Sumerlin,Jacob,Eastern District,State House Representative: Florida,1845,,,,,,,,,,,,,,
Riley,James R.,Escambia,State House Representative: Florida,1845,,,,,,,,,,,,,,
Tweed,Charles A.,Escambia,State House Representative: Florida,1845,,,,,,,,,,,,,,
Kelly,William W. J.,Escambia ,State House Representative: Florida,1845,,,,,,,,,,,,,,
McMillan,Neil ,Escambia ,State House Representative: Florida,1845,,,,,,,,,,,,,,
Floyd,Robert J.,Franklin,State House Representative: Florida,1845,,,,,,,,,,,,,,
Myers,Robert,Franklin,State House Representative: Florida,1845,,,,,,,,,,,,,,
Spencer,Samuel W.,Franklin,State House Representative: Florida,1845,,,,,,,,,,,,,,
Ferguson ,Isaac Jr.,Gadsden,State House Representative: Florida,1845,,,,,,,,,,,,,,
Forbes,William,Gadsden,State House Representative: Florida,1845,,,,,,,,,,,,,,
Gillett,Marcus,Gadsden,State House Representative: Florida,1845,,,,,,,,,,,,,,
Smallwood ,Joesph L.,Gadsden,State House Representative: Florida,1845,,,,,,,,,,,,,,
Stafford,William ,Gadsden,State House Representative: Florida,1845,,,,,,,,,,,,,,
Ivey,Robert L.,Hamilton,State House Representative: Florida,1845,,,,,,,,,,,,,,
Stewart,Israel M.,Hamilton,State House Representative: Florida,1845,,,,,,,,,,,,,,
Goff,James A.,Hillsborough,State House Representative: Florida,1845,,,,,,,,,,,,,,
Hurst,Robert C.,Jefferson,State House Representative: Florida,1845,,,,,,,,,,,,,,
Newsom,David P. F.,Jefferson,State House Representative: Florida,1845,,,,,,,,,,,,,,
Daffin,John,Leon,State House Representative: Florida,1845,,,,,,,,,,,,,,
Randolph,"James H., MD",Leon,State House Representative: Florida,1845,,,,,,,,,,,,,,
Ware,Lambert M.,Leon,State House Representative: Florida,1845,,,,,,,,,,,,,,
Mays,Dennitt H.,Madison,State House Representative: Florida,1845,,,,,,,,,,,,,,
Dummett,Douglas,Mosquito,State House Representative: Florida,1845,,,,,,,,,,,,,,
Speer,Algernon S.,Mosquito,State House Representative: Florida,1845,,,,,,,,,,,,,,
Fail,William B.,Orange,State House Representative: Florida,1845,,,,,,,,,,,,,,
Fontane,John M.,St. Johns,State House Representative: Florida,1845,,,,,,,,,,,,,,
Forward,William A.,St. Johns,State House Representative: Florida,1845,,,,,,,,,,,,,,
Loring,William W. J.,St. Johns,State House Representative: Florida,1845,,,,,,,,,,,,,,
Oliveros ,Barolo,St. Johns,State House Representative: Florida,1845,,,,,,,,,,,,,,
Pellicer,Francis J.,St. Johns,State House Representative: Florida,1845,,,,,,,,,,,,,,
Russell,Thomas T.,St. Johns,State House Representative: Florida,1845,,,,,,,,,,,,,,
Smith ,Buckingham,St. Johns,State House Representative: Florida,1845,,,,,,,,,,,,,,
Hart,Ossian Bingley,St. Lucie,State House Representative: Florida,1845,,,,,,,,,,,,,,
Walker ,William H.,Wakulla,State House Representative: Florida,1845,,,,,,,,,,,,,,
Gillis,Angus,Walton,State House Representative: Florida,1845,,,,,,,,,,,,,,
Long,James M.,Washington,State House Representative: Florida,1845,,,,,,,,,,,,,,
Russell,Charles,Benton,State House Representative: Florida,1846,,,,,,,,,,,,,,
